ID;Category;Source;URLs;Title;PublicationDate;SoMePlatform;RetroSampleDate;RetroSampleCountry;JointMusicking;OrigCovidSong;OrigCovidLyrics;Movement;HealthInfo;Conflict;Country;LyricsLanguage;Setting;Genre;Emotions;Features;FirstCoder;SecondCoder
76;video;GoogleSheet;https://www.youtube.com/watch?v=p09hpKAv9Jc;Colorado Symphony's Digital Ode to Joy;23-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;NA;home;classical;togetherness, happiness;splitscreen, orchestra;MT;JW
81;video;GoogleSheet;https://www.youtube.com/watch?v=_Hc_5RmmRac;Evening bagpipes heard through London (Ontario) neighbourhood;23-03-2020;YouTube;NA;NA;0;0;0;0;0;0;UK, Canada;NA;outside;folk, traditional;being moved, loneliness, grief/sadness;news report;MT;DS
99;video;GoogleSheet;https://www.facebook.com/regitzegofficialpage/videos/2836577396455865/;Her I Disse Krisetider // In These Times of Crisis - Regitze Glenthøj & Jens Hellemann;23-03-2020;Facebook;NA;NA;1;1;1;0;0;0;Denmark;danish;outside;pop, folk, alternative;togetherness, happiness, being moved;music video;MT;JV, JB
164;video;GoogleSheet;https://www.youtube.com/watch?v=a5pld7dWv3o;"""Wake Me Up When Corona Ends"" - Green Day Parody";23-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home;rock;humour, grief/sadness;music video, lyric video;MT;JW
219;video;GoogleSheet;https://www.facebook.com/israel.philharmonic/videos/254812412189978/;Israel Philharmonic Orchestra Principal Oboist Dudu Carmel and Cellist Linor Katz;23-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Israel;NA;home;classical;longing, grief/sadness, being moved;NA;MT;JV, JB
281;video;GoogleSheet;https://www.instagram.com/p/B-FNg4rFIqK/;HouseMusicDWFoM (Don Wright Faculty of Music at Western University - London, Ontario, Canada);23-03-2020;Instagram;NA;NA;0;1;0;0;0;0;Canada;NA;home, studio;dance/electronica, ambient, shoegaze;peace, trance;remix, home sounds, house music challenge;DS;JW
928;video;SurveyXact;https://www.youtube.com/watch?v=-RmufeJNpp0;Satirical cover of popular après ski song;23-03-2020;YouTube;NA;NA;1;1;1;1;0;0;Austria, Germany;german;venue, concert hall;pop, traditional austrian, schlager, world;humour;tyrol;DS;MT
930;video;SurveyXact;https://www.facebook.com/hetnoordnederlandsorkest/videos/534604647195131/;#ikstudeer (#Ipractice) (NNO-musicians encourages studies from home);23-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Netherlands;NA;home;classical;happiness, perseverance, hope;compilation;MT;DS
2;video;GoogleSheet;https://www.facebook.com/gert.snyers/videos/10218376613741012/UzpfSTYyOTM2MDYxNzoxMDE2Mjk2OTg5MDg2MDYxOA/;Corona Virus Rhapsody - Queen cover w/ new lyrics;24-03-2020;Facebook;NA;NA;0;0;1;0;0;0;USA;english;NA;rock, pop, oldies;humour;choir, lyric video;MT;JW
54;video;GoogleSheet;https://www.youtube.com/watch?v=nTTbR0aFGOg;Cee-Roo & The Quarantines - Nowhere to Run;24-03-2020;YouTube;NA;NA;1;1;1;1;0;0;Switzerland;english;rooftop, home, outside;pop, dance/electronica, soul, rock;humour, togetherness, happiness, being moved;music video, splitscreen;MT;JW
62;video;GoogleSheet;https://www.npr.org/sections/coronavirus-live-updates/2020/03/24/821041006/virtual-love-sweet-love-from-quarantined-berklee-college-of-music-students?utm_campaign=storyshare;Virtual 'Love Sweet Love' From Quarantined Berklee College of Music Students;24-03-2020;Twitter;NA;NA;1;0;0;0;0;0;USA;english;home;pop, jazz, soul;togetherness, happiness, being moved;splitscreen;MT;JW
67;video;GoogleSheet;https://www.facebook.com/pinkmohawked/videos/10157826017240071;Martin Urbach Liberation Drum Circles – Air Drumming;24-03-2020;Facebook;NA;NA;0;0;0;1;0;0;USA;NA;home;pop, alternative;happiness;educational, home participation;MT;JB
68;video;GoogleSheet;https://www.facebook.com/watch/?v=226847031845355;Central Ohio Music Therapy – Music Activity for Teens;24-03-2020;Facebook;NA;NA;0;0;0;0;0;0;USA;NA;home;pop, rock;togetherness;educational, talking, therapy;MT;NCH
105;video;GoogleSheet;https://www.youtube.com/watch?v=PWRua6jGy5Y;Ndlovu Youth Choir – Wash Your Hands – Coronavirus Prevention;24-03-2020;YouTube;NA;NA;1;1;1;1;1;0;South Africa;english, zulu;outside;world, pop;happiness, togetherness;dance, music video;MT;DS
128;video;GoogleSheet;https://www.youtube.com/watch?v=qLcblApIwzI;Hard Times Come Again No More - Self-Quarantine Edition;24-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;NA;home;country, folk;togetherness;splitscreen;MT;JB
133;video;GoogleSheet;https://www.youtube.com/watch?v=CG9SlwHuw-k;Original Corona Song (Hebrew);24-03-2020;YouTube;NA;NA;1;1;1;0;0;0;Israel;hebrew;outside;pop, children's music;humour, togetherness;for kids;MT;JW
218;video;GoogleSheet;https://www.facebook.com/israel.philharmonic/videos/506360396725008/;Asaf Maoz, Israel Philharmonic Orchestra violin player, demonstrates the violin;24-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Israel;NA;home;classical;happiness;educational, talking;MT;NCH
729;video;SurveyXact;https://www.youtube.com/watch?v=ZXeA2--_4eE;"CPO & ESO Quarantine 2020 Project: Elgar - Nimrod: ""Elgar’s Nimrod Variation IX from the Enigma Variations - this is a joint effort between musicians of the Calgary Philharmonic Orchestra, and the Edmonton Symphony Orchestra, wishing health and care to the people of Alberta, and around the world.""";24-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Canada;NA;home;classical;longing, being moved;splitscreen, orchestra;MT;JW
48;video;GoogleSheet;https://www.youtube.com/watch?v=PUHrck2g7Ic;Corona Virus Alert - Bobi Wine and Nubian Li;25-03-2020;YouTube;NA;NA;1;1;1;0;1;0;Uganda;english;studio;reggae, world;togetherness, caution, happiness;music video;DS;NCH
51;video;GoogleSheet;https://www.youtube.com/watch?v=JyBEfZMghxs;Puppets Play the Cello;25-03-2020;YouTube;NA;NA;0;0;0;0;0;0;USA;NA;home;soundtrack/theme song, classical;humour;compilation;MT;JW
60;video;GoogleSheet;https://www.facebook.com/MasalaBrass/videos/2584227701895081/;Masala Brass Kollektiv Social Distance Homerecording session;25-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Austria;NA;home;pop, brass, dance/electronica, marching band;happiness, togetherness, fun;splitscreen;MT;DS
71;video;GoogleSheet;https://www.facebook.com/watch/?v=661002554656809;"Opera singers sing ""I Still Call Australia Home"" in isolation";25-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Australia;english;balcony;opera, folk, classical;gratitude, togetherness, being moved, happiness;news report, balcony performance;MT;JW
110;video;GoogleSheet;https://www.youtube.com/watch?v=3R6MQblm-MY;Unarmed HiHat - Britney Spears Toxic for Bassoon Choir;25-03-2020;YouTube;NA;NA;0;0;0;0;0;0;USA;NA;home;pop;humour, exciting, happiness;splitscreen;MT;DS
160;video;GoogleSheet;https://www.youtube.com/watch?v=v7oqAAXZaks;The Kiffness - Lockdown Rhapsody (Bohemian Rhapsody Parody);25-03-2020;YouTube;NA;NA;0;0;1;0;0;0;South Africa;english;darkness;rock, pop, oldies;humour;stylised video;MT;JW
777;video;SurveyXact;https://www.facebook.com/lillian.pettitt/videos/10215780878864831/;Social Distancing Quartet - The Hunt at-home Gala;25-03-2020;Facebook;NA;NA;1;0;0;0;0;0;USA;NA;home;classical;togetherness, happiness, humour;splitscreen;DS;NCH
64;video;GoogleSheet;https://www.facebook.com/pirritumusic/videos/537357667178260/;Pirritu Music – Medicine Music;26-03-2020;Facebook;NA;NA;1;1;1;0;0;0;Australia;english;outside;folk, rock;togetherness, happiness;livestream, live commenting;JB;JW
82;video;GoogleSheet;https://twitter.com/RoyalFamily/status/1243277143741812736;Clap for Our Carers - Windsor Castle;26-03-2020;Twitter;NA;NA;1;0;0;0;0;0;UK;NA;outside;NA;gratitude;NA;MT;JB
84;video;GoogleSheet;https://www.youtube.com/watch?v=ic27xi2Mpyc;Beethoven – String Quartet No. 10 (Harp) – Anne-Sophie Mutter & Friends;26-03-2020;YouTube;NA;NA;1;0;0;0;0;0;UK;NA;home;classical;grief/sadness, longing, togetherness, being moved;splitscreen;MT;DS
89;video;GoogleSheet;https://www.youtube.com/watch?v=ykieEE1j9eA;Supercalifragilisticexpialidocious (Danny Matarazzo);26-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home;soundtrack/theme song;humour;NA;MT;JW
98;video;GoogleSheet;https://www.youtube.com/watch?v=M5azNpTwVk8;Hello (from the Inside) An Adele Parody by Chris Mann;26-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;home;pop;humour, boredom, frustration, loneliness;music video;MT;NCH
114;video;GoogleSheet;https://www.youtube.com/watch?v=nNBtwsPigcc;An Ode to Joy;26-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Netherlands;NA;home;classical;being moved, happiness;splitscreen, orchestra;MT;JW
208;video;GoogleSheet;https://www.youtube.com/watch?v=I3xpRZITi2w;"""Quarantine"" a song by Mat Best and Tim Montana";26-03-2020;YouTube;NA;NA;1;1;1;0;0;0;USA;NA;home, outside;country;humour, happiness;music video;MT;JV, JB
904;video;SurveyXact;https://www.youtube.com/watch?v=qkkQfY2sBMs;Rubén Blades e invitados, con Ceferino Nieto | PARA PANAMA;26-03-2020;YouTube;NA;NA;1;1;1;1;1;0;Panama;spanish;home, outside, hospital, healthcare;salsa, pop, latin pop, world;gratitude, togetherness, happiness, solidarity;splitscreen, patriotism;DS;MT
47;video;GoogleSheet;https://www.facebook.com/watch/?v=248054786332750;An important musical message from composer Dani Howard;27-03-2020;Facebook;NA;NA;0;1;0;0;1;0;UK;NA;computer, animation;classical, new-age;happiness, humour, peace;piano roll;MT;NCH
77;video;GoogleSheet;https://www.standard.co.uk/news/world/maasstad-hospital-rotterdam-singing-coronavirus-a4399271.html;Heartwarming moment hospital staff sing to intensive care staff to lift spirits - Maasstad Ziekenhuis Rotterdam;27-03-2020;NA;NA;NA;1;0;0;1;0;0;Netherlands;english;hospital, ICU, healthcare;soundtrack/theme song, pop, rock, oldies;togetherness, being moved, gratitude;news report;MT;JV
85;video;GoogleSheet;https://nypost.com/video/new-yorker-singing-out-window-told-to-shut-the-f-up/?utm_source=facebook_sitebuttons;New Yorker singing out window told to ‘Shut the f--k up!’ - New York Post;27-03-2020;Facebook;NA;NA;0;0;0;0;0;1;USA;english;balcony, outside;opera;humour, anger;news report;MT;JW
100;video;GoogleSheet;https://www.facebook.com/100000485844449/videos/4217308401628646/;QuaranTUNES video 2 - Dvorak New World Symphony on water glasses;27-03-2020;Facebook;NA;NA;0;0;0;0;0;0;USA;NA;home;world, classical;humour, nostalgia;NA;MT;JV
101;video;GoogleSheet;https://www.facebook.com/concertocopenhagen/videos/243081826847517/;Pachelbel Canon in D - Concert Copenhagen;27-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Denmark;NA;home;classical;togetherness, happiness;splitscreen;MT;JB
111;video;GoogleSheet;https://twitter.com/i/status/1243527284310540289;Polish police playing/dancing YMCA for children;27-03-2020;Twitter;NA;NA;1;0;0;1;0;0;Poland;english;outside;pop, disco, dance/electronic;happiness;dance;MT;JV
115;video;GoogleSheet;https://www.youtube.com/watch?v=ezZosUYlvMo;NYYS Orchestra | Michael Repper, Music Director | Mahler: Symphony No. 1, Mvmnt 2;27-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;NA;home;world, classical;happiness;splitscreen;MT;JV
156;video;GoogleSheet;https://www.youtube.com/watch?v=JKYiTg6_J-M;"Jimmy and The Roots Cover ""Stuck in the Middle with You"" from their Homes";27-03-2020;YouTube;NA;NA;1;0;0;1;0;0;USA;english;home;country, rock;togetherness, happiness, humour;splitscreen;MT;JV
242;video;GoogleSheet;https://www.youtube.com/watch?v=JmEqXMqKvy8;#socialdistancing Zoom Party;27-03-2020;YouTube;NA;NA;1;0;0;1;0;0;USA;english;home;pop, dance/electronica, soul/R&B, rap/hip-hop;togetherness, happiness;zoom, splitscreen, party, compilation;MT;JV
692;video;SurveyXact;https://www.youtube.com/watch?v=t_s6waEUTbI;A new quarantine song from Berlin punk group Die Ärzte;27-03-2020;YouTube;NA;NA;1;1;1;0;0;0;Germany;german;home;rock;humour;splitscreen;MT;JW
86;video;GoogleSheet;https://www.youtube.com/watch?v=e0-2XxgHIXk, original poem: https://www.youtube.com/watch?v=sP40WX-nRcU;A covid-19 admonition explicit (STAY THE FUCK AT HOME)- Robert Emmett Kelly;28-03-2020;YouTube;NA;NA;0;1;1;0;1;1;USA;english;studio, home;pop, folk, oldies;humour, anger;NA;DS;NCH
90;video;GoogleSheet;https://www.facebook.com/watch/?v=1595569340599962;"Hjemme-Eroica (""Eroica at Home"") with Danish National Chamber Orchestra";28-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Denmark;NA;home;classical; togetherness, hope;splitscreen, compilation;MT;DS
143;video;GoogleSheet;https://www.youtube.com/watch?v=cLGsMrv0-WE;Popular Turkish singer wishes coronavirus to hit Greece;28-03-2020;YouTube;NA;NA;1;1;1;0;0;1;Turkey;turkish;outside;folk;anger, disdain, hatred;news report;MT;DS
201;video;GoogleSheet;https://www.youtube.com/watch?v=MMBh-eo3tvE;Do Re Mi - Covid 19 version;28-03-2020;YouTube;NA;NA;1;0;1;0;1;0;New Zealand;english;outside;soundtrack/theme song;humour, happiness, togetherness;movie excerpt, voice-over;MT;DS
255;video;GoogleSheet;https://www.youtube.com/watch?v=9Eo9M4-BrJA;Coronavirus Rhapsody (based on Bohemian Rhapsody) - Covid19;28-03-2020;YouTube;NA;NA;0;0;1;0;1;0;Mexico;english;home;rock, pop, musical;humour, happiness, excitement, frustration;splitscreen, lyric video;MT;NCH
742;video;SurveyXact;https://www.youtube.com/watch?v=s6MDce8Xlas;Song for students;28-03-2020;YouTube;NA;NA;0;1;1;0;0;0;USA;english;home;folk, pop;gratitude, humour, grief/sadness, togetherness;NA;MT;JW
893;video;SurveyXact;https://www.youtube.com/watch?v=KYzxpoy7HGc;Socially distant Für Elise (minor third as metaphor for 1.5 metres);28-03-2020;YouTube;NA;NA;0;1;0;0;0;0;Japan;NA;home;classical;humour, loneliness, grief/sadness;intellectual;DS;MT
102;video;GoogleSheet;https://www.facebook.com/667493061/videos/10157024906798062/;My Corona - Michael Alexander William Catton;29-03-2020;Facebook;NA;NA;0;0;1;0;0;0;Denmark;english;home;rock, pop;humour, happiness;splitscreen;MT;JV
116;video;GoogleSheet;https://www.youtube.com/watch?v=XLOhOx7D4NA;British musicians play the recorder from balconies to empty the streets;29-03-2020;YouTube;NA;NA;1;0;0;0;1;1;UK;NA;home, balcony;classical, folk, opera;humour, irritation, anger;chromakeying, balcony performance;DS;NCH
117;video;GoogleSheet;https://www.youtube.com/watch?v=Sj4pE_bgRQI;Bolero by Orchestre national de France;29-03-2020;YouTube;NA;NA;1;0;0;0;0;0;France;NA;home;classical;happiness, hopeful, being moved, curious, togetherness;splitscreen, virtual ensemble;MT;NCH, JB
126;video;GoogleSheet;https://www.facebook.com/peter.macpherson.31/videos/2876866039072950/UzpfSTUwMTY3MTY2NjoxMDE1ODE1MTU0MTI0NjY2Nw/;‘YESTERDAY- THE QUARANTINE PARODY’;29-03-2020;Facebook;NA;NA;0;0;1;0;0;0;UK;english;home;pop, oldies;humour, grief/sadness, togetherness;NA;MT, JW;DS
159;video;GoogleSheet;https://www.facebook.com/REMhq/videos/249118386260962/;"REM release ""No Time For Love Like Now""";29-03-2020;Facebook;NA;NA;0;1;1;0;0;0;USA;english;home;rock, pop;grief/sadness, longing, togetherness, being moved, nostalgia, loneliness;NA;MT;JV, JB
305;video;GoogleSheet;https://www.youtube.com/watch?v=xtSY0LVV3qg;Steven Isserlis children's concert;29-03-2020;YouTube;NA;NA;0;0;0;0;0;0;UK;NA;home;classical;togetherness, happiness;livestream, for kids;NCH;JW
700;video;SurveyXact;https://www.youtube.com/watch?v=mnRP8HsaHhM;Life in your love - Olivia Swift (Virtual choir performance for a wedding);29-03-2020;YouTube;NA;NA;1;1;0;0;0;0;Australia;english;home;classical;happiness, being moved;splitscreen, choir;MT;JW
118;video;GoogleSheet;https://www.youtube.com/watch?v=z5CrScIHAuE;Germans sing Bella Ciao from rooftop in solidarity with Italy;30-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Germany;italian;balcony;folk;togetherness, happiness, being moved;news report;MT;JB
168;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/684628178951740/;Soo-Kyung Hong performing J.S.Bach cello sonata no. 5 in C minor, Prelude (Classical musicians to help refugees during the corona crisis);30-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Denmark;NA;home;classical, folk;grief/sadness, despair, being moved;fundraiser, refugees;MT;JW
306;video;GoogleSheet;https://www.facebook.com/IdanRaichel/videos/1348124035388730/;Idan Raichel live-streaming from his living room in quarantine (Feker Libi is the song he wrote for the now cancelled Eurovision 2020, the link provided is just one song of a much longer concert);30-03-2020;Facebook;NA;NA;0;1;0;0;0;0;Israel;english;home;pop, rock;NA;livestream;MT;JW
713;video;SurveyXact;https://www.facebook.com/joyoaliwaheed/videos/3074179702634243/;A song from Tando Allahyar, Sindh (Pakistan), performed by Shamu Bai;30-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Pakistan;urdu;home, studio;world, traditional pakistani;happiness, togetherness ;NA;MT;JW
731;video;SurveyXact;https://www.youtube.com/watch?v=YOy_JkmGX6s;BSO Virtually Performs Powerful Ending of Mahler's Third Symphony;30-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;NA;home;classical;grief/sadness, longing, being moved, togetherness;splitscreen, talking, virtual ensemble;MT;NCH
1056;video;Retrospective;https://www.youtube.com/watch?v=aCJ7s7xngpM;Corona Se Yun Na Daro - Coronavirus Precautions Song - Coronavirus Hindi Song - Mann Taneja;30-03-2020;YouTube;30-03-2020;Australia;0;1;1;0;1;0;India;hindi;home, studio;world, pop;loneliness, togetherness;NA;JB;JW
136;video;GoogleSheet;https://www.facebook.com/kglteater/videos/519006629002282/UzpfSTcyMTc0NjE5NjoxMDE1ODIwMjc4NDA3MTE5Nw/;KGL Xtra // Kapellet spiller sammen hver for sig - The Royal Danish Orchestra;31-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Denmark;NA;home;classical;grief/sadness, longing;splitscreen;MT;DS
137;video;GoogleSheet;https://www.facebook.com/LePompierPoneyClub/videos/2653476124933599/;"Le Pompier Poney Club plays ""Bad Guy vs PPC""";31-03-2020;Facebook;NA;NA;1;0;0;0;0;0;France;NA;home;funk, jazz, brass band;happiness, humour;splitscreen;MT;NCH
138;video;GoogleSheet;https://www.youtube.com/watch?v=9QUy7PYbRkE;Mucca Pazza sings War of Amusements;31-03-2020;YouTube;NA;NA;1;0;0;1;0;0;USA;english;home;classical, marching band;humour, happiness;choir, splitscreen, for kids;MT;DS
139;video;GoogleSheet;https://www.youtube.com/watch?v=8DXV4TUY1IM;Indonesian public health info on hand sanitizer using traditional arts;31-03-2020;YouTube;NA;NA;1;0;1;1;1;0;Indonesia;NA;venue, traditional stage;world;togetherness, being moved;dance;MT;JW
144;video;GoogleSheet;https://twitter.com/BBCFrediani/status/1244895313401348097, https://www.youtube.com/watch?v=wdcS0Nbo7Ng;#selfisolation adaptation of One Day More from #LesMis;31-03-2020;YouTube;NA;NA;1;0;1;0;0;0;UK;english;home;soundtrack/theme song;humour, togetherness;NA;MT;DS
148;video;GoogleSheet;https://www.facebook.com/watch/?v=290630215253184;Virtual session with Danish balkan beat band Djonko;31-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Denmark;NA;home;world, balkan;happiness, cool;splitscreen, virtual ensemble;MT;NCH
150;video;GoogleSheet;https://twitter.com/elsalwilliams/status/1244933887660363777;Elsa williams - socially distanced dancing;31-03-2020;Twitter;NA;NA;1;0;0;1;0;0;USA;NA;outside, suburban neighbourhood;oldies, pop;togetherness, happiness, being moved;NA;MT;JW
151;video;GoogleSheet;https://www.facebook.com/KurtTocciOfficial/videos/1035593096841026/;Disney Characters In Quarantine;31-03-2020;Facebook;NA;NA;0;0;1;1;1;0;USA;english;home, balcony;soundtrack/theme song;humour;NA;MT;JB
153;video;GoogleSheet;https://www.facebook.com/royaloperahouse/videos/686879362048909/?__tn__=kCH-R;Bach Double Violin Concerto in D Minor – the Orchestra of the Royal Opera House;31-03-2020;Facebook;NA;NA;1;0;0;0;0;0;UK;NA;home, outside;world, classical;grief/sadness, longing, being moved, happiness, hope;splitscreen;MT;JV
169;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/355430012014539/;Christina Brabetz plays G.Fauré: Après un rêve (Classical musicians to help refugees during the corona crisis);31-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Germany, South Africa;NA;home;classical, folk;grief/sadness, wistful, hope;fundraiser, refugees;MT;NCH
170;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/214993353041652/;S.Rachmaninoff: Daisies, op. 38 performormed by the wonderful Marianna Shirinyan (Classical musicians to help refugees during the corona crisis);31-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Denmark, Norway, Armenia;NA;home;classical;happiness, hopeful, elevated, peace;fundraiser, refugees;MT;DS
171;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/234492247752958/;Rune Sørensen from the Danish String Quartet shares his musical support!  (Classical musicians to help refugees during the corona crisis);31-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Denmark;NA;home;world, folk;happiness, hopeful, grief/sadness, nostalgia, longing;fundraiser, refugees;MT;JV
710;video;SurveyXact;https://www.facebook.com/watch/?v=599193177337236;Cellist cheers up Dubai, Meet the Danish cellist cheering up Dubai residents;31-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Denmark, UAE;NA;home, balcony;classical, soundtrack/theme song;grief/sadness, togetherness, being moved, gratitude;NA;MT;NCH
750;video;SurveyXact;https://www.youtube.com/watch?v=0uyi-C_HhP0;Außerwelt - Lights (Transition I) Home Edition 2020;31-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Germany;english;home;rock, heavy metal;grief/sadness, anger;splitscreen;MT;JB
774;video;SurveyXact;https://www.youtube.com/watch?v=LYz2i96TcOI;O mia bela Madunina - The Blues Bunker Session;31-03-2020;YouTube;NA;NA;1;0;1;0;0;0;USA;italian ;home;blues, folk;togetherness, humour, happiness, solidarity;splitscreen;MT;DS
149;video;GoogleSheet;https://twitter.com/ocnesp/status/1245308906626322432?s=20;Spanish National Choir singing video;01-04-2020;Twitter;NA;NA;1;0;0;0;0;0;Spain;german;home;classical;tenderness, longing, grief/sadness;choir, splitscreen;MT;NCH
157;video;GoogleSheet;https://www.facebook.com/rtenews/videos/wash-your-hands-nurses-message-to-public/810651786090294/?__so__=permalink;Wash your hands nurses message to public;01-04-2020;Facebook;NA;NA;1;0;1;1;1;0;Ireland, UK;english;hospital, healthcare;children's music, pop;humour, happiness;dance, news report, for kids;MT;JV
167;video;GoogleSheet;https://www.youtube.com/watch?v=1nTSJoxTgos;COVID CELLO PROJECT - Adagio from Bach Tocatta in Gm (in Am);01-04-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;NA;home;classical;grief/sadness, longing, tenderness, togetherness;splitscreen, virtual ensemble;MT;NCH
172;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/2234689153494240/;Shani Diluka performes J.S.Bach Prelude in C minor from Wohltemperierte Klavier (Classical musicians to help refugees during the corona crisis);01-04-2020;Facebook;NA;NA;0;0;0;0;0;0;France;NA;home;classical;anger, frustration, despair;fundraiser, refugees;MT;NCH
173;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/811649292690375/;"Ragnhild Hemsing plays ""Wedding March of Myllarguten"" - Norwegian traditional. (Classical musicians to help refugees duirng the corona crisis)";01-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Norway;NA;home;classical, folk;happiness, hopeful, caring, love, bittersweet;fundraiser, refugees;MT;DS
177;video;GoogleSheet;https://twitter.com/JasonGregor/status/1245407976598286337;Mash-up up with accidents involving people synced with music;01-04-2020;Twitter;NA;NA;0;0;0;0;0;1;UK, USA, International;english;home, bull pin, outside;rock, pop, dance/electronica, soul, rock;humour;compilation, medley of clips;MT;JW
206;video;GoogleSheet;https://www.youtube.com/watch?v=H9ZqmIFzZpE;Quarantine Dance Party - Physical by Dua Lipa;01-04-2020;YouTube;NA;NA;1;0;0;1;0;0;USA;english;home, outside;pop, dance/electronica;togetherness, happiness, energy;compilation, dance;MT;NCH
697;video;SurveyXact;https://www.youtube.com/watch?v=xGKFVMgjrPc;'Thank U Frontline' by Chris Mann (Alanis Morissette);01-04-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;english;outside, porch, home;pop, rock;gratitude, togetherness, being moved;music video, slide show;MT;NCH
174;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/3136837209681346/;jarke Mogensen arranged and performes here Anitras Dance by E.Grieg (Classical musicians to help refugees during the corona crisis);02-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Denmark;NA;warehouse, workplace;world, classical;happiness, chucklesome, hope, nostalgia;fundraiser, refugees;MT;JV
175;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/3671802666194647/;"Cathy Krier Plays ""Valse mignonne"" by Cécile Chaminade (Classical musicians to help refugees during the corona crisis)";02-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Austria, Luxembourg;NA;home;classical;happiness, uplifting;fundraiser, refugees;MT;DS
186;video;GoogleSheet;https://www.youtube.com/watch?v=yYOkgCkxj9I;Baked Potato (Matt Lucas) (Fundraising for NHS, UK);02-04-2020;YouTube;NA;NA;1;1;1;1;1;0;UK;english;animation;pop, children's music, soundtrack/theme song;humour, happiness, gratitude;fundraiser, nhs, for kids;MT;JW
217;video;GoogleSheet;https://www.facebook.com/israel.philharmonic/videos/2505753653019487/;Boaz Meirovitch, Israel Philharmonic Orchestra flute player, demonstrates the flute;02-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Israel;NA;home;classical;happiness;educational, talking;MT;NCH
256;video;GoogleSheet;https://www.youtube.com/watch?v=G-ugfNXYcDg;Family Lockdown Boogie;02-04-2020;YouTube;NA;NA;1;1;1;1;0;0;New Zealand, USA;english;home;dance/electronica, pop;humour, togetherness, being moved, happiness;dance, music video;MT;JV, JB
261;video;GoogleSheet;https://www.youtube.com/watch?v=k0KQlDPl1WM;Dancing through corona lockdown: ballet at home part 1;02-04-2020;YouTube;NA;NA;0;0;0;1;0;0;USA, Germany;NA;home;classical;humour, happiness, togetherness, creativity;educational, news report;MT;DS
931;video;SurveyXact;https://www.facebook.com/MISSDIMPLEZ21/videos/1482609698586823/UzpfSTMwNTA1NDU5OjEwMTAzMzk2MDgxNzc2OTk2/;Now That's What I Call Corona Virus;02-04-2020;Facebook;NA;NA;0;0;0;0;0;0;USA, UK, Australia;english;NA;pop, rock, dance/electronica, rap/hip-hop, soul/R&B, disco;humour;compilation, music video, playlist;MT;JB
176;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/2475483906101339/;"Here Jesenka Balic Zunic who plays ""La Sultanne"" by F.Couperin (Classical musicians to help refugees during the corona crisis)";03-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Croatia;NA;home;classical;grief/sadness, longing;fundraiser, refugees, splitscreen;MT;JW
